model_name,variable,year,total_biomass,pred_lci,pred_uci,natmat,OFL,maxABC,ABC
M22_2024,tot_biomass_pred,2025,21018.46132757185,14780.967742992592,29888.145638371472,0.03,630.5538398271555,472.9153798703666,472.9153798703666
