model_name,strata,parameter,estimate,std_err,lci,uci
M22_2024,AI,process_error,0.08825262002901361,0.054060945085640306,0.026564810070668857,0.2931895587156875
M22_2024,EBS_SLOPE,process_error,0.028486204839509487,0.12314413435791845,5.955825859007272e-6,136.24707729345042
M22_2024,SBS,process_error,0.7336204195684448,0.30817555398742846,0.3220349246831013,1.6712439513738955
M22_2024,EBS_SLOPE,scaling_parameter_q,3.8712006876067844,0.675126689837874,2.7504166730103976,5.448699795483892
