#CAI
1980
2018
15
1980	1983	1986	1991	1994	1997	2000	2002	2004	2006	2010	2012	2014	2016	2018
2664.5	7239.3	4291.4	3224.6	8164.3	21560.2	13543	8639.2	8779.4	5335	7424.3	7181.9	12677.6	3149.5	2933.1
0.428984278	0.294035597	0.528484618	0.349628204	0.265582639	0.401401617	0.168943382	0.242779119	0.172589782	0.130908627	0.310960668	0.426711186	0.483522564	0.149401934	0.44345345
   
