year,country,fmp_management_area,council_management_area_id,council_management_area,council_sablefish_management_area_id,council_sablefish_management_area,geographic_area_name,area_code,exploitable,species_code,species,cpue,cpue_var,rpn,rpn_var,rpw,rpw_var,mean_length,mean_weight,last_modified_date,akfin_load_date
2002,United States,BSAI,1,Aleutians,1,Aleutians,SW Aleutians slope,17,1,30576,Shortraker rockfish,0.266861765518642,0.0055483063163167,3930.87380608959,1203832.11153955,3968.99435731626,1227294.20366587,55.0682067581769,1.17801953152588,2021-07-24T01:18:15Z,2023-09-12T19:26:17Z
2002,United States,BSAI,1,Aleutians,1,Aleutians,NW Aleutians slope,16,1,30576,Shortraker rockfish,0.166207548932287,0.00218526581911697,2346.85059092389,435686.061526954,1797.94170690479,255713.700193387,46.0041674057951,0.636850706085544,2021-07-24T01:18:15Z,2023-09-12T19:26:17Z
2002,United States,BSAI,1,Aleutians,1,Aleutians,NE Aleutians slope,15,1,30576,Shortraker rockfish,0.363692055049646,0.010463341755406,5135.33181730101,2086122.48447902,3934.22030734638,1224391.01607512,46.0041674057951,0.636850706085544,2021-07-24T01:18:15Z,2023-09-12T19:26:17Z
2002,United States,BSAI,1,Aleutians,1,Aleutians,SE Aleutians slope,18,1,30576,Shortraker rockfish,0.47594614537023,0.0176483191098797,7010.68672130349,3829206.97739602,7078.67446537189,3903836.32646655,55.0682067581769,1.17801953152588,2021-07-24T01:18:15Z,2023-09-12T19:26:17Z
2003,United States,BSAI,2,Bering Sea,2,Bering Sea,Bering 2 slope,8,1,30576,Shortraker rockfish,0.841721283478145,0.373411301048244,12693.9986761339,84927382.1489484,29521.6979015647,459339193.421449,65.580704192375,2.14114202013709,2021-07-24T01:13:29Z,2023-09-12T19:26:17Z
2003,United States,BSAI,2,Bering Sea,2,Bering Sea,Bering 1 slope,9,1,30576,Shortraker rockfish,0.557937924715583,0.0478712593438952,3056.38395159197,1436543.92008113,6156.38871683773,5828477.90218082,56.7936419408812,1.30911058647864,2021-07-24T01:13:29Z,2023-09-12T19:26:17Z
2003,United States,BSAI,2,Bering Sea,2,Bering Sea,Bering 4 slope,6,1,30576,Shortraker rockfish,0.0574557056291252,2.04288484204694e-5,328.704091904225,668.632960615063,573.362978933908,2034.40238518576,63.0356078979914,1.87005865674866,2021-07-24T01:13:29Z,2023-09-12T19:26:17Z
2003,United States,BSAI,2,Bering Sea,2,Bering Sea,Bering 3 slope,7,1,30576,Shortraker rockfish,1.49568882092868,1.12468137566007,12643.0576033101,80362093.3934463,38393.3563463262,741069889.37815,68.8161305681921,2.52448007907742,2021-07-24T01:13:29Z,2023-09-12T19:26:17Z
2004,United States,BSAI,1,Aleutians,1,Aleutians,SE Aleutians slope,18,1,30576,Shortraker rockfish,0.798693043246619,0.0354150184007805,11764.7485270227,7684099.24597071,11072.3125691367,6806194.30214175,54.1059965772997,1.10909964448324,2021-07-24T01:09:01Z,2023-09-12T19:26:17Z
2004,United States,BSAI,1,Aleutians,1,Aleutians,NW Aleutians slope,16,1,30576,Shortraker rockfish,0.133820964763533,0.00125153684689947,1889.55202246109,249524.407928473,1211.20837127576,102525.7735863,44.1367974200711,0.552700797519321,2021-07-24T01:09:01Z,2023-09-12T19:26:17Z
2004,United States,BSAI,1,Aleutians,1,Aleutians,NE Aleutians slope,15,1,30576,Shortraker rockfish,0.292824375283963,0.00599252394561499,4134.68017900956,1194755.86614262,2650.3420841738,490906.963531017,44.1367974200711,0.552700797519321,2021-07-24T01:09:01Z,2023-09-12T19:26:17Z
2004,United States,BSAI,1,Aleutians,1,Aleutians,SW Aleutians slope,17,1,30576,Shortraker rockfish,0.447825111520655,0.0111338291801129,6596.46389269925,2415739.20531372,6208.21685250879,2139742.06843935,54.1059965772997,1.10909964448324,2021-07-24T01:09:01Z,2023-09-12T19:26:17Z
2005,United States,BSAI,2,Bering Sea,2,Bering Sea,Bering 3 slope,7,1,30576,Shortraker rockfish,0.361628616701716,0.0105610710205957,3056.84669697961,754622.414898469,4958.58665063423,1985629.4097087,60.37630770964,1.61374495653263,2021-07-24T01:04:20Z,2023-09-12T19:26:17Z
2005,United States,BSAI,2,Bering Sea,2,Bering Sea,Bering 4 slope,6,1,30576,Shortraker rockfish,0.131812392918984,0.00278470637196487,754.098699889505,91142.9967860972,1143.42522387891,209547.487039978,57.4694943700856,1.36316090446691,2021-07-24T01:04:20Z,2023-09-12T19:26:17Z
2005,United States,BSAI,2,Bering Sea,2,Bering Sea,Bering 2 slope,8,1,30576,Shortraker rockfish,0.275537356700363,0.0408606336236279,4633.71172763001,11555856.6365817,7481.91155173406,30127927.7371487,59.9350345317525,1.57376359378125,2021-07-24T01:04:20Z,2023-09-12T19:26:17Z
2005,United States,BSAI,2,Bering Sea,2,Bering Sea,Bering 1 slope,9,1,30576,Shortraker rockfish,0.121035420712907,7.88824626186384e-4,663.032034665304,23671.4311737201,869.084762033599,40670.5235222489,49.0683772601683,0.793986457187085,2021-07-24T01:04:20Z,2023-09-12T19:26:17Z
2006,United States,BSAI,1,Aleutians,1,Aleutians,NE Aleutians slope,15,1,30576,Shortraker rockfish,0.603283354932728,0.0913468169661677,8518.36097165012,18212216.8245395,6960.77797216165,12160916.1888232,47.6780370169218,0.719647977235032,2021-07-24T00:59:40Z,2023-09-12T19:26:17Z
2006,United States,BSAI,1,Aleutians,1,Aleutians,SW Aleutians slope,17,1,30576,Shortraker rockfish,0.567255678078519,0.00838813954655523,8355.67613809658,1819998.96302077,9026.51083191957,2123966.96968027,54.0795233396049,1.10724482693269,2021-07-24T00:59:40Z,2023-09-12T19:26:17Z
2006,United States,BSAI,1,Aleutians,1,Aleutians,SE Aleutians slope,18,1,30576,Shortraker rockfish,1.01169664712418,0.0266813969914487,14902.2916121391,5789140.0812859,16098.7207299827,6756016.11063285,54.0795233396049,1.10724482693269,2021-07-24T00:59:40Z,2023-09-12T19:26:17Z
2006,United States,BSAI,1,Aleutians,1,Aleutians,NW Aleutians slope,16,1,30576,Shortraker rockfish,0.275700957287418,0.0190777556030955,3892.89751689834,3803616.0767138,3181.08088794217,2539803.7355371,47.6780370169218,0.719647977235032,2021-07-24T00:59:40Z,2023-09-12T19:26:17Z
2007,United States,BSAI,2,Bering Sea,2,Bering Sea,Bering 3 slope,7,1,30576,Shortraker rockfish,0.629517548195039,0.0360410883432133,5321.31183489266,2575251.41797509,10966.3928691269,10937292.229837,62.6683719799366,1.83306078571305,2021-07-24T00:55:00Z,2023-09-12T19:26:17Z
2007,United States,BSAI,2,Bering Sea,2,Bering Sea,Bering 4 slope,6,1,30576,Shortraker rockfish,0.0193304331378854,1.30960528234818e-4,30.0588235294118,316.665831284995,23.7527483772921,197.73565352105,49,0.790208850125179,2021-07-24T00:55:00Z,2023-09-12T19:26:17Z
2007,United States,BSAI,2,Bering Sea,2,Bering Sea,Bering 1 slope,9,1,30576,Shortraker rockfish,0.19961226812968,0.0219028314758955,890.270715858373,435682.362585922,938.358684042602,484020.279212593,54.7154689489644,1.15241240834984,2021-07-24T00:55:00Z,2023-09-12T19:26:17Z
2007,United States,BSAI,2,Bering Sea,2,Bering Sea,Bering 2 slope,8,1,30576,Shortraker rockfish,0.267187589421907,0.0581155966031042,4493.29369130822,16435758.4094472,8159.67590634087,54200832.3297883,64.7781848185823,2.05285230028227,2021-07-24T00:55:00Z,2023-09-12T19:26:17Z
2008,United States,BSAI,1,Aleutians,1,Aleutians,SW Aleutians slope,17,1,30576,Shortraker rockfish,0.386145098452349,0.0122582217479472,5687.91730020311,2659701.92149517,5011.84206022928,2065005.31291949,51.2812937344206,0.923274803577499,2021-07-24T00:50:39Z,2023-09-12T19:26:17Z
2008,United States,BSAI,1,Aleutians,1,Aleutians,NE Aleutians slope,15,1,30576,Shortraker rockfish,0.12838712662613,0.00309136216158683,1812.82622796096,616338.476149077,1575.88923713271,465755.838002682,47.0015441839148,0.685322149022812,2021-07-24T00:50:39Z,2023-09-12T19:26:17Z
2008,United States,BSAI,1,Aleutians,1,Aleutians,SE Aleutians slope,18,1,30576,Shortraker rockfish,0.688687159079616,0.0389915402635983,10144.3618532427,8460107.56645968,8938.58625695066,6568468.04200849,51.2812937344206,0.923274803577499,2021-07-24T00:50:39Z,2023-09-12T19:26:17Z
2008,United States,BSAI,1,Aleutians,1,Aleutians,NW Aleutians slope,16,1,30576,Shortraker rockfish,0.058673015631522,6.45630069641656e-4,828.462980717091,128722.107756763,720.182593641877,97272.9684869159,47.0015441839148,0.685322149022812,2021-07-24T00:50:39Z,2023-09-12T19:26:17Z
2009,United States,BSAI,2,Bering Sea,2,Bering Sea,Bering 4 slope,6,1,30576,Shortraker rockfish,0.167723221648437,0.011076097442178,959.544551050707,362518.908182993,1208.83645289461,575354.443971685,55.922254456421,1.24168338961669,2021-07-24T00:45:38Z,2023-09-12T19:26:17Z
2009,United States,BSAI,2,Bering Sea,2,Bering Sea,Bering 3 slope,7,1,30576,Shortraker rockfish,0.406403410766794,0.0180517176254872,3055.34084214476,1020288.92894905,6032.64441408853,3977583.42786555,60.9673420079526,1.66841440170577,2021-07-24T00:45:38Z,2023-09-12T19:26:17Z
2009,United States,BSAI,2,Bering Sea,2,Bering Sea,Bering 2 slope,8,1,30576,Shortraker rockfish,0.0075691948633035,1.81814593209612e-5,114.15102773348,4135.12858192082,271.286706031132,23355.3506169006,67.5,2.36314406654958,2021-07-24T00:45:38Z,2023-09-12T19:26:17Z
2009,United States,BSAI,2,Bering Sea,2,Bering Sea,Bering 1 slope,9,1,30576,Shortraker rockfish,0,0,0,0,NA,NA,NA,NA,2021-07-24T00:45:38Z,2023-09-12T19:26:17Z
2010,United States,BSAI,1,Aleutians,1,Aleutians,NW Aleutians slope,16,1,30576,Shortraker rockfish,0.25135028515233,0.00276281995247374,3549.06602635089,550835.57033248,3042.72827677755,404874.253445554,47.8770496045134,0.729973229215076,2021-07-24T00:40:43Z,2023-09-12T19:26:17Z
2010,United States,BSAI,1,Aleutians,1,Aleutians,NE Aleutians slope,15,1,30576,Shortraker rockfish,0.549999698158159,0.0132287473306423,7765.99573799321,2637473.5617984,6658.03753829336,1938591.47235348,47.8770496045134,0.729973229215076,2021-07-24T00:40:43Z,2023-09-12T19:26:17Z
2010,United States,BSAI,1,Aleutians,1,Aleutians,SW Aleutians slope,17,1,30576,Shortraker rockfish,0.454670650575633,0.0147188209799831,6697.29868297907,3193585.27260777,4717.41048925117,1584479.11058955,49.0832657002321,0.794810682870121,2021-07-24T00:40:43Z,2023-09-12T19:26:17Z
2010,United States,BSAI,1,Aleutians,1,Aleutians,SE Aleutians slope,18,1,30576,Shortraker rockfish,0.810902015633,0.0468183324363352,11944.5866902741,10158309.3618757,8413.4695508913,5039987.22716277,49.0832657002321,0.794810682870121,2021-07-24T00:40:43Z,2023-09-12T19:26:17Z
2011,United States,BSAI,2,Bering Sea,2,Bering Sea,Bering 2 slope,8,1,30576,Shortraker rockfish,0.0241908055787118,2.10856541604842e-4,406.816777417197,59632.6524966558,711.46882439972,182388.800124652,56.7692024489121,1.30718497462419,2021-07-24T00:35:29Z,2023-09-12T19:26:17Z
2011,United States,BSAI,2,Bering Sea,2,Bering Sea,Bering 1 slope,9,1,30576,Shortraker rockfish,0.720800621324383,0.106354886668379,3214.77077110675,2115568.86365272,5470.6360638095,6126363.94009856,59.4022607435578,1.52643201392528,2021-07-24T00:35:29Z,2023-09-12T19:26:17Z
2011,United States,BSAI,2,Bering Sea,2,Bering Sea,Bering 3 slope,7,1,30576,Shortraker rockfish,0.894040821071257,0.584947040550319,7557.32706051534,41796343.1423734,18063.5929972565,238786697.552283,63.6033254099415,1.92828973496918,2021-07-24T00:35:29Z,2023-09-12T19:26:17Z
2011,United States,BSAI,2,Bering Sea,2,Bering Sea,Bering 4 slope,6,1,30576,Shortraker rockfish,0.241155888405893,0.0317970478579266,1379.65283757011,1040712.32065933,2818.98680590242,4344873.58847367,60.1311015484444,1.59144055910257,2021-07-24T00:35:29Z,2023-09-12T19:26:17Z
2012,United States,BSAI,1,Aleutians,1,Aleutians,NE Aleutians slope,15,1,30576,Shortraker rockfish,0.359119896970706,0.00431986278486541,5070.77294522637,861270.050814871,5708.69551219283,1091603.1380021,52.3050371140246,0.987847978741619,2021-10-05T19:29:20Z,2023-09-12T19:26:17Z
2012,United States,BSAI,1,Aleutians,1,Aleutians,SE Aleutians slope,18,1,30576,Shortraker rockfish,0.72577737629388706,0.0161724314955429,10690.700752809,3508979.36163927,8625.48618673652,2284207.93274766,50.9243228735932,0.901479167961513,2021-10-05T19:29:20Z,2023-09-12T19:26:17Z
2012,United States,BSAI,1,Aleutians,1,Aleutians,NW Aleutians slope,16,1,30576,Shortraker rockfish,0.164118069173022,9.02202060079372e-4,2317.34713672307,179875.994407089,2608.87824055655,227980.991281714,52.3050371140246,0.987847978741619,2021-10-05T19:29:20Z,2023-09-12T19:26:17Z
2012,United States,BSAI,1,Aleutians,1,Aleutians,SW Aleutians slope,17,1,30576,Shortraker rockfish,0.406941486752902,0.00508431444707321,5994.24809987024,1103158.45009337,4836.28766540093,718112.882146935,50.9243228735932,0.901479167961513,2021-10-05T19:29:20Z,2023-09-12T19:26:17Z
2013,United States,BSAI,2,Bering Sea,2,Bering Sea,Bering 1 slope,9,1,30576,Shortraker rockfish,0.615414366074266,0.0537180425436379,3371.23989735483,1611997.02018208,5854.36109611271,4861204.9441675,58.2204558457929,1.42504918056525,2021-10-06T17:09:32Z,2023-09-12T19:26:17Z
2013,United States,BSAI,2,Bering Sea,2,Bering Sea,Bering 2 slope,8,1,30576,Shortraker rockfish,0.0131403018104812,8.83154324712643e-5,220.980455546862,24976.6189588772,193.412627168481,19133.5505217829,50.5929702338229,0.881575882710901,2021-10-06T17:09:32Z,2023-09-12T19:26:17Z
2013,United States,BSAI,2,Bering Sea,2,Bering Sea,Bering 4 slope,6,1,30576,Shortraker rockfish,0.124695958782479,0.00177877078020775,607.518711188238,42221.5862869908,899.363408135239,92530.6592602798,59.7915653687417,1.56091708538348,2021-10-06T17:09:32Z,2023-09-12T19:26:17Z
2013,United States,BSAI,2,Bering Sea,2,Bering Sea,Bering 3 slope,7,1,30576,Shortraker rockfish,0.419634129102653,0.0242322051393977,3547.16729330473,1731468.81835626,5641.09304327356,4379029.37032405,59.6081184099259,1.54459921033968,2021-10-06T17:09:32Z,2023-09-12T19:26:17Z
2014,United States,BSAI,1,Aleutians,1,Aleutians,SE Aleutians slope,18,1,30576,Shortraker rockfish,0.955710225810096,0.0900491495518848,14077.6116261827,19538225.1208061,14169.3910536934,19793815.7136938,54.8176811355677,1.1597915866855,2021-10-06T22:45:19Z,2023-09-12T19:26:16Z
2014,United States,BSAI,1,Aleutians,1,Aleutians,SW Aleutians slope,17,1,30576,Shortraker rockfish,0.535864237298336,0.0283097932515271,7893.2802154045,6142457.94018427,7944.74070164238,6222810.91272972,54.8176811355677,1.1597915866855,2021-10-06T22:45:19Z,2023-09-12T19:26:17Z
2014,United States,BSAI,1,Aleutians,1,Aleutians,NE Aleutians slope,15,1,30576,Shortraker rockfish,0.3517596235739,0.00383879416947792,4966.84588486347,765357.284263159,3698.82594664541,424454.010798988,46.7865311989901,0.674659427731588,2021-10-06T22:45:19Z,2023-09-12T19:26:16Z
2014,United States,BSAI,1,Aleutians,1,Aleutians,NW Aleutians slope,16,1,30576,Shortraker rockfish,0.160754418568701,8.01731022581905e-4,2269.85239019006,159844.641588654,1690.36630298443,88647.094137674,46.7865311989901,0.674659427731588,2021-10-06T22:45:19Z,2023-09-12T19:26:17Z
2015,United States,BSAI,2,Bering Sea,2,Bering Sea,Bering 1 slope,9,1,30576,Shortraker rockfish,0.100188708718184,0.0011017206310431,493.930333980647,26777.2097654395,909.072055621381,90704.8563165855,52.7512289602014,1.01696668491672,2021-07-24T00:15:41Z,2023-09-12T19:26:16Z
2015,United States,BSAI,2,Bering Sea,2,Bering Sea,Bering 4 slope,6,1,30576,Shortraker rockfish,0.0850173389210766,0.00156822411040063,414.204475223485,37223.9696825279,451.958522097101,44319.032573109,52.1370181142592,0.97703756435923,2021-07-24T00:15:41Z,2023-09-12T19:26:16Z
2015,United States,BSAI,2,Bering Sea,2,Bering Sea,Bering 2 slope,8,1,30576,Shortraker rockfish,0.198937182205542,0.00813944884129739,3000.17164484177,1851208.25290011,6920.56314625597,9850220.32836501,62.3050103241134,1.79696600410276,2021-07-24T00:15:41Z,2023-09-12T19:26:16Z
2015,United States,BSAI,2,Bering Sea,2,Bering Sea,Bering 3 slope,7,1,30576,Shortraker rockfish,0.807022835757375,0.0188518934914382,6821.76403065709,1347028.28568947,11034.0152717606,3524118.40177957,60.9698128784052,1.66864566358354,2021-07-24T00:15:41Z,2023-09-12T19:26:16Z
2016,United States,BSAI,1,Aleutians,1,Aleutians,NW Aleutians slope,16,1,30576,Shortraker rockfish,0.138405147414019,0.00242655501901268,1954.28068148595,483792.950982641,1745.57294094688,385977.208193112,45.5020723388982,0.613391734360593,2021-07-24T00:11:05Z,2023-09-12T19:26:16Z
2016,United States,BSAI,1,Aleutians,1,Aleutians,NE Aleutians slope,15,1,30576,Shortraker rockfish,0.302855392645019,0.011618666356336,4276.31814414766,2316464.63359468,3819.62801455344,1848109.92044619,45.5020723388982,0.613391734360593,2021-07-24T00:11:05Z,2023-09-12T19:26:16Z
2016,United States,BSAI,1,Aleutians,1,Aleutians,SE Aleutians slope,18,1,30576,Shortraker rockfish,0.50028261914509,0.0186774358768411,7369.16298000718,4052497.42676226,5807.71800477989,2517082.59257927,49.3315626125227,0.80864584392704,2021-07-24T00:11:05Z,2023-09-12T19:26:16Z
2016,United States,BSAI,1,Aleutians,1,Aleutians,SW Aleutians slope,17,1,30576,Shortraker rockfish,0.280507163052023,0.00587184166395005,4131.8705117563,1274030.51416807,3256.37237629975,791324.383934125,49.3315626125227,0.80864584392704,2021-07-24T00:11:05Z,2023-09-12T19:26:16Z
2017,United States,BSAI,2,Bering Sea,2,Bering Sea,Bering 3 slope,7,1,30576,Shortraker rockfish,0.442773842727023,0.0325924430283617,3328.77374962176,1842135.43991454,5832.24622917954,5654897.06307344,58.6978403206468,1.46540933750924,2021-07-24T00:06:03Z,2023-09-12T19:26:16Z
2017,United States,BSAI,2,Bering Sea,2,Bering Sea,Bering 1 slope,9,1,30576,Shortraker rockfish,0.437807442565244,0.111188011503587,2398.3091703724,3336583.66419721,3929.29424455356,8956138.2166211,58.6406176561534,1.46052935057856,2021-07-24T00:06:03Z,2023-09-12T19:26:16Z
2017,United States,BSAI,2,Bering Sea,2,Bering Sea,Bering 4 slope,6,1,30576,Shortraker rockfish,0.197024054673282,0.029604737389486,959.90119436823,702709.414895997,1371.26432290972,1434052.53587403,54.6024887147436,1.14429455874111,2021-07-24T00:06:03Z,2023-09-12T19:26:16Z
2017,United States,BSAI,2,Bering Sea,2,Bering Sea,Bering 2 slope,8,1,30576,Shortraker rockfish,0.405234675397854,0.123156948512787,6814.83153616571,34830199.9895977,11872.9664663316,105721715.487842,61.9260493820601,1.75986047425745,2021-07-24T00:06:03Z,2023-09-12T19:26:16Z
2018,United States,BSAI,1,Aleutians,1,Aleutians,NE Aleutians slope,15,1,30576,Shortraker rockfish,0.368690621147537,0.0178106980751495,5205.91157060322,3550997.24231408,4818.07210197332,3041608.76674924,48.8685475799904,0.782982312747908,2021-07-24T00:00:30Z,2023-09-12T19:26:16Z
2018,United States,BSAI,1,Aleutians,1,Aleutians,SW Aleutians slope,17,1,30576,Shortraker rockfish,0.291649106287643,0.00649062505593361,4295.99133561698,1408289.74119858,3853.6119203957,1133185.93511269,52.7166945404652,1.01469154369502,2021-07-24T00:00:30Z,2023-09-12T19:26:16Z
2018,United States,BSAI,1,Aleutians,1,Aleutians,NW Aleutians slope,16,1,30576,Shortraker rockfish,0.168491897484232,0.00371975900511205,2379.10559247735,741624.719788812,2201.86265696319,635239.087901292,48.8685475799904,0.782982312747908,2021-07-24T00:00:30Z,2023-09-12T19:26:16Z
2018,United States,BSAI,1,Aleutians,1,Aleutians,SE Aleutians slope,18,1,30576,Shortraker rockfish,0.520154199191865,0.0206456917983832,7661.87135409617,4479555.62200141,6872.89067319381,3604492.22763401,52.7166945404652,1.01469154369502,2021-07-24T00:00:30Z,2023-09-12T19:26:16Z
2019,United States,BSAI,2,Bering Sea,2,Bering Sea,Bering 2 slope,8,1,30576,Shortraker rockfish,0.327127622731044,0.0941817040733515,4933.41167840687,21420362.8835628,8915.30843911164,69952760.044379,64.2122885756204,1.9921652693102,2021-07-23T23:55:37Z,2023-09-12T19:26:16Z
2019,United States,BSAI,2,Bering Sea,2,Bering Sea,Bering 4 slope,6,1,30576,Shortraker rockfish,0.0625221340001309,0.0012401410246086,304.607836848638,29436.4635742631,559.894571271573,99452.5680419794,63.8921485919876,1.95840144886955,2021-07-23T23:55:37Z,2023-09-12T19:26:16Z
2019,United States,BSAI,2,Bering Sea,2,Bering Sea,Bering 1 slope,9,1,30576,Shortraker rockfish,0.805375989936684,0.105492959221962,3591.97691511761,2098423.74765958,7157.60029595962,8332225.27532501,62.7855774312896,1.84481205933313,2021-07-23T23:55:37Z,2023-09-12T19:26:16Z
2019,United States,BSAI,2,Bering Sea,2,Bering Sea,Bering 3 slope,7,1,30576,Shortraker rockfish,1.10339932326379,0.720504529252594,8295.35611229716,40723149.4368241,17413.3304180395,179446491.032881,65.3632437140367,2.11695777261014,2021-07-23T23:55:37Z,2023-09-12T19:26:16Z
2020,United States,BSAI,1,Aleutians,1,Aleutians,NE Aleutians slope,15,1,30576,Shortraker rockfish,0.174922617089043,0.00417874624800722,2469.90735329728,833135.02594869,1975.71427942623,533092.219865505,53.2050654855672,1.04720207555237,2021-09-30T20:50:44Z,2023-09-12T19:26:16Z
2020,United States,BSAI,1,Aleutians,1,Aleutians,SE Aleutians slope,18,1,30576,Shortraker rockfish,0.6864544155765,0.0757096698355118,10111.4735414419,16426946.6222535,9627.77569207222,14892920.5765729,53.5949510067634,1.07368023715234,2021-09-30T20:50:44Z,2023-09-12T19:26:16Z
2020,United States,BSAI,1,Aleutians,1,Aleutians,SW Aleutians slope,17,1,30576,Shortraker rockfish,0.384893204978712,0.023801725067373,5669.47690933643,5164329.31287062,5398.26878355165,4682059.79215013,53.5949510067634,1.07368023715234,2021-09-30T20:50:44Z,2023-09-12T19:26:17Z
2020,United States,BSAI,1,Aleutians,1,Aleutians,NW Aleutians slope,16,1,30576,Shortraker rockfish,0.0799397705710731,8.7272991325314e-4,1128.74956046355,174000.002816897,902.902945540362,111336.151847223,53.2050654855672,1.04720207555237,2021-09-30T20:50:44Z,2023-09-12T19:26:17Z
2021,United States,BSAI,2,Bering Sea,2,Bering Sea,Bering 4 slope,6,1,30576,Shortraker rockfish,0.0336381733806983,3.66383265338963e-4,146.696074113225,6967.99454924456,309.608193527228,31038.1416146755,61.6,1.72837243469094,2021-09-01T17:37:13Z,2023-09-12T19:26:16Z
2021,United States,BSAI,2,Bering Sea,2,Bering Sea,Bering 1 slope,9,1,30576,Shortraker rockfish,0.97158397576234,0.223759405111175,5322.3370192261,6714680.52812821,8067.01878195059,15425766.3198473,54.9176143989657,1.16703850265179,2021-09-01T17:37:13Z,2023-09-12T19:26:16Z
2021,United States,BSAI,2,Bering Sea,2,Bering Sea,Bering 2 slope,8,1,30576,Shortraker rockfish,0.101689307773895,0.00973775000769086,1533.57645053811,2214720.37362693,2625.27601689329,6490198.52148915,61.0155343381983,1.67292907202912,2021-09-01T17:37:13Z,2023-09-12T19:26:16Z
2021,United States,BSAI,2,Bering Sea,2,Bering Sea,Bering 3 slope,7,1,30576,Shortraker rockfish,0.495567382235042,0.0815524401894884,3725.67557964305,4609370.34250051,7658.39445912688,19476324.2471969,63.57468507401,1.92532176134386,2021-09-01T17:37:13Z,2023-09-12T19:26:16Z
2022,United States,BSAI,1,Aleutians,1,Aleutians,NW Aleutians slope,16,1,30576,Shortraker rockfish,0.0649959431588221,0.00103127028020974,917.742717402568,205608.893354649,741.307583260853,134151.918335177,48.7355184865442,0.775716833803626,2022-09-12T22:26:14Z,2023-09-12T19:26:17Z
2022,United States,BSAI,1,Aleutians,1,Aleutians,NE Aleutians slope,15,1,30576,Shortraker rockfish,0.142222830967517,0.00493785849283458,2008.18637326134,984482.574293798,1622.11451953885,642337.127320961,48.7355184865442,0.775716833803626,2022-09-12T22:26:14Z,2023-09-12T19:26:17Z
2022,United States,BSAI,1,Aleutians,1,Aleutians,SE Aleutians slope,18,1,30576,Shortraker rockfish,0.300941940899052,0.00306492671113179,4432.87478944304,665006.036801728,4825.13221338746,787903.618086838,51.653667974163,0.94640556517919,2022-09-12T22:26:14Z,2023-09-12T19:26:17Z
2022,United States,BSAI,1,Aleutians,1,Aleutians,SW Aleutians slope,17,1,30576,Shortraker rockfish,0.168737363351175,9.6355647948935e-4,2485.50136216281,209065.643668595,2705.43907929712,247702.378547357,51.653667974163,0.94640556517919,2022-09-12T22:26:14Z,2023-09-12T19:26:17Z
2023,United States,BSAI,2,Bering Sea,2,Bering Sea,Bering 1 slope,9,1,30576,Shortraker rockfish,1.59770418617479,0.680622601097666,5299.58478554178,7488542.68172846,6631.0489568468,11724061.5243871,56.3343044333955,1.27325308800713,2023-09-08T23:45:41Z,2023-09-12T19:26:17Z
2023,United States,BSAI,2,Bering Sea,2,Bering Sea,Bering 3 slope,7,1,30576,Shortraker rockfish,0.383068305785048,0.0997980313255483,3238.07638880101,7130889.59009295,8294.36746935833,46788171.8977176,64.5461809873384,2.02781616818962,2023-09-08T23:45:41Z,2023-09-12T19:26:17Z
2023,United States,BSAI,2,Bering Sea,2,Bering Sea,Bering 4 slope,6,1,30576,Shortraker rockfish,0.06363302907174,0.00404916238884491,310.020117637517,96112.4733399801,397.823089094448,158263.210216649,54.2140446756118,1.11669271658321,2023-09-08T23:45:41Z,2023-09-12T19:26:17Z
2023,United States,BSAI,2,Bering Sea,2,Bering Sea,Bering 2 slope,8,1,30576,Shortraker rockfish,0.0309526732792731,1.50961775883531e-4,520.531106537535,42693.7246197056,1225.68888160681,236717.934223091,63.416235979862,1.90896019683351,2023-09-08T23:45:41Z,2023-09-12T19:26:17Z
