model_name,strata,variable,year,log_pred,sd_log_pred,pred,pred_lci,pred_uci,obs,obs_cv,log_obs,sd_log_obs,obs_lci,obs_uci,pred_sd
Model 18.a,EBS Slope,biomass_pred,2007,8.443949680184202,0.2504999687490684,4646.8724467087,2844.0340496653116,7592.533408143139,NA,NA,NA,NA,NA,NA,NA
Model 18.a,EBS Slope,biomass_pred,2008,8.566369339187556,0.24819999460671247,5252.026805041497,3228.930635486805,8542.699944595053,7308.12,0.31462019415669007,8.896741337724333,0.30722600000000005,4002.1597929103823,13344.94890209296,NA
Model 18.a,EBS Slope,biomass_pred,2009,8.55544283820986,0.23239429516247934,5194.9529058580465,3294.3309936022924,8192.114194503745,NA,NA,NA,NA,NA,NA,NA
Model 18.a,EBS Slope,biomass_pred,2010,8.544516337232162,0.19938651380607994,5138.499230083363,3476.3075171910837,7595.4656505481835,4365.46,0.28155967369851853,8.381478846455476,0.27620699999999987,2540.5174866870943,7501.322510655547,NA
Model 18.a,EBS Slope,biomass_pred,2011,8.615006131635845,0.24743341319748424,5513.782422140127,3394.9542126368897,8954.994587419815,NA,NA,NA,NA,NA,NA,NA
Model 18.a,EBS Slope,biomass_pred,2012,8.685495926039525,0.27788979574729084,5916.473903647579,3431.806008579578,10200.070564895139,9283.97,0.5686750983245695,9.136044536023316,0.529337,3289.73758881184,26200.296112988814,NA
Model 18.a,EBS Slope,biomass_pred,2013,8.694726655018163,0.29435652563694137,5971.340108717306,3353.629483199196,10632.332185951891,NA,NA,NA,NA,NA,NA,NA
Model 18.a,EBS Slope,biomass_pred,2014,8.703957383996801,0.2956463748340407,6026.715113539687,3376.1832591368066,10758.093465890235,NA,NA,NA,NA,NA,NA,NA
Model 18.a,EBS Slope,biomass_pred,2015,8.713188112975438,0.2819676982968919,6082.603636450668,3500.081663065968,10570.629648039034,NA,NA,NA,NA,NA,NA,NA
Model 18.a,EBS Slope,biomass_pred,2016,8.722418841954076,0.2508839890787432,6139.0104395415465,3754.4431555059045,10038.092898418587,6258.04,0.28719743003225484,8.741622316026872,0.28152600000000005,3604.1509263797366,10866.100072268093,NA
Model 18.a,EBS Slope,biomass_pred,2017,8.722418841954076,0.317867881138685,6139.0104395415465,3292.522420232465,11446.375868304402,NA,NA,NA,NA,NA,NA,NA
Model 18.a,EBS Slope,biomass_pred,2018,8.722418841954076,0.3730109968126026,6139.0104395415465,2955.2269306209782,12752.81054943582,NA,NA,NA,NA,NA,NA,NA
Model 18,AI,biomass_pred,1980,NA,NA,16381,8631.2,31089.1,6829.3,0.5531111147836847,8.828977458293444,0.51664,2480.912376668593,18799.268740247917,NA
Model 18,AI,biomass_pred,1981,NA,NA,17604.3,10494.4,29530.9,NA,NA,NA,NA,NA,NA,NA
Model 18,AI,biomass_pred,1982,NA,NA,18918.9,12520.1,28588.1,NA,NA,NA,NA,NA,NA,NA
Model 18,AI,biomass_pred,1983,NA,NA,20331.8,14399.1,28708.8,26275.5,0.20068778112105812,10.176392225059812,0.19871000000000005,17799.538014323287,38787.6303134629,NA
Model 18,AI,biomass_pred,1984,NA,NA,18944.2,13114.5,27365.4,NA,NA,NA,NA,NA,NA,NA
Model 18,AI,biomass_pred,1985,NA,NA,17651.3,11623.5,26805.2,NA,NA,NA,NA,NA,NA,NA
Model 18,AI,biomass_pred,1986,NA,NA,16446.7,10109,26757.9,11667.2,0.250571750536354,9.364536765044289,0.24676699999999996,7193.134672950827,18924.093879665692,NA
Model 18,AI,biomass_pred,1987,NA,NA,17345.4,10565.1,28477.1,NA,NA,NA,NA,NA,NA,NA
Model 18,AI,biomass_pred,1988,NA,NA,18293.3,11135.9,30051,NA,NA,NA,NA,NA,NA,NA
Model 18,AI,biomass_pred,1989,NA,NA,19292.9,11837,31445.2,NA,NA,NA,NA,NA,NA,NA
Model 18,AI,biomass_pred,1990,NA,NA,20347.1,12694.2,32613.7,NA,NA,NA,NA,NA,NA,NA
Model 18,AI,biomass_pred,1991,NA,NA,21459,13748.6,33493.5,21835.4,0.6916255270693147,9.99128778496414,0.625239,6411.457243997757,74364.48142992031,NA
Model 18,AI,biomass_pred,1992,NA,NA,22609.5,14678.6,34825.5,NA,NA,NA,NA,NA,NA,NA
Model 18,AI,biomass_pred,1993,NA,NA,23821.7,15887.6,35717.9,NA,NA,NA,NA,NA,NA,NA
Model 18,AI,biomass_pred,1994,NA,NA,25098.8,17486.4,36025.2,26284.4,0.2198947462565436,10.176730886285767,0.21730399999999994,17168.350363291323,40240.88912101826,NA
Model 18,AI,biomass_pred,1995,NA,NA,25882.6,16787.4,39905.5,NA,NA,NA,NA,NA,NA,NA
Model 18,AI,biomass_pred,1996,NA,NA,26690.8,16531,43094.7,NA,NA,NA,NA,NA,NA,NA
Model 18,AI,biomass_pred,1997,NA,NA,27524.3,16581.3,45689.3,36058.3,0.2694324217614409,10.492892351996538,0.26472599999999985,21461.993942096273,60581.55651324369,NA
Model 18,AI,biomass_pred,1998,NA,NA,26079.4,15748,43188.6,NA,NA,NA,NA,NA,NA,NA
Model 18,AI,biomass_pred,1999,NA,NA,24710.3,15254.6,40027.2,NA,NA,NA,NA,NA,NA,NA
Model 18,AI,biomass_pred,2000,NA,NA,23413.1,15115.9,36264.4,37151.8,0.44608278029505394,10.522767501192861,0.4260040000000001,16119.98368434759,85623.92309244219,NA
Model 18,AI,biomass_pred,2001,NA,NA,20977.8,14664,30010.3,NA,NA,NA,NA,NA,NA,NA
Model 18,AI,biomass_pred,2002,NA,NA,18795.9,13799.5,25601.4,15342,0.2009741395402618,9.63834944451924,0.19898800000000025,10387.309827389601,22660.05037987313,NA
Model 18,AI,biomass_pred,2003,NA,NA,18849.4,13409,26497.3,NA,NA,NA,NA,NA,NA,NA
Model 18,AI,biomass_pred,2004,NA,NA,18903.1,13332.6,26801.1,32611.6,0.3743297831802907,10.39242333228381,0.362127,16037.218472664537,66315.51826601138,NA
Model 18,AI,biomass_pred,2005,NA,NA,17301.6,12032.9,24877.2,NA,NA,NA,NA,NA,NA,NA
Model 18,AI,biomass_pred,2006,NA,NA,15835.7,10617.9,23617.6,11780.6,0.2522081349447642,9.374209389694574,0.24832999999999988,7240.832995682356,19166.653400617666,NA
Model 18,AI,biomass_pred,2007,NA,NA,16105.1,10661.8,24327.5,NA,NA,NA,NA,NA,NA,NA
Model 18,AI,biomass_pred,2008,NA,NA,16379.1,10931,24542.6,NA,NA,NA,NA,NA,NA,NA
Model 18,AI,biomass_pred,2009,NA,NA,16657.7,11458,24217.1,NA,NA,NA,NA,NA,NA,NA
Model 18,AI,biomass_pred,2010,NA,NA,16941.1,12357.1,23225.6,18223.7,0.23364678029067282,9.810478223742862,0.23054899999999987,11598.261406031708,28633.881412371753,NA
Model 18,AI,biomass_pred,2011,NA,NA,16717.3,11860.2,23563.5,NA,NA,NA,NA,NA,NA,NA
Model 18,AI,biomass_pred,2012,NA,NA,16496.4,11894.3,22879.1,15667.7,0.26366769883668384,9.659356547295797,0.25925000000000004,9426.082730669423,26042.294588747613,NA
Model 18,AI,biomass_pred,2013,NA,NA,16555.1,11474.7,23884.8,NA,NA,NA,NA,NA,NA,NA
Model 18,AI,biomass_pred,2014,NA,NA,16614,11491.4,24020.1,16400.5,0.3771796034142174,9.705067101152425,0.3647090000000001,8024.467545405462,33519.53244598853,NA
Model 18,AI,biomass_pred,2015,NA,NA,16708.7,11228.1,24864.4,NA,NA,NA,NA,NA,NA,NA
Model 18,AI,biomass_pred,2016,NA,NA,16804,11291.4,25007.9,15024.8,0.3158267344190668,9.617457448166727,0.30834999999999985,8209.953622557954,27496.454355081354,NA
Model 18,AI,biomass_pred,2017,NA,NA,17342.6,10866.4,27678.6,NA,NA,NA,NA,NA,NA,NA
Model 18,AI,biomass_pred,2018,NA,NA,17898.5,10542.2,30388.1,26319.6,0.5550334898816328,10.17806918775538,0.518215,9531.777080470985,72674.941756587,NA
Model 18,SBS,biomass_pred,1980,NA,NA,98.1111,18.9441,508.115,44.8,1.0000006474650547,3.8022081394209395,0.8325549999999999,8.762053753987729,229.06045276046945,NA
Model 18,SBS,biomass_pred,1981,NA,NA,421.046,49.746,3563.7,NA,NA,NA,NA,NA,NA,NA
Model 18,SBS,biomass_pred,1982,NA,NA,1806.93,252.679,12921.5,NA,NA,NA,NA,NA,NA,NA
Model 18,SBS,biomass_pred,1983,NA,NA,7754.49,3507.22,17145.2,9477,0.4290002290585629,9.156623089470195,0.41101500000000013,4234.618381348629,21209.356053330215,NA
Model 18,SBS,biomass_pred,1984,NA,NA,7210.13,1045.33,49731.8,NA,NA,NA,NA,NA,NA,NA
Model 18,SBS,biomass_pred,1985,NA,NA,6703.98,929.563,48349,NA,NA,NA,NA,NA,NA,NA
Model 18,SBS,biomass_pred,1986,NA,NA,6233.37,2130.75,18235.3,6485.4,0.6359994116921772,8.777308775650212,0.582819,2069.380417306057,20325.123794664454,NA
Model 18,SBS,biomass_pred,1987,NA,NA,4987,562.675,44199.8,NA,NA,NA,NA,NA,NA,NA
Model 18,SBS,biomass_pred,1988,NA,NA,3989.84,307.333,51796.6,NA,NA,NA,NA,NA,NA,NA
Model 18,SBS,biomass_pred,1989,NA,NA,3192.06,245.201,41554.7,NA,NA,NA,NA,NA,NA,NA
Model 18,SBS,biomass_pred,1990,NA,NA,2553.8,285.347,22856.1,NA,NA,NA,NA,NA,NA,NA
Model 18,SBS,biomass_pred,1991,NA,NA,2043.17,676.01,6175.26,1925.2,0.6600004968400799,7.562785137428954,0.6013180000000001,592.424544694729,6256.315801212916,NA
Model 18,SBS,biomass_pred,1992,NA,NA,2020.34,269.357,15153.7,NA,NA,NA,NA,NA,NA,NA
Model 18,SBS,biomass_pred,1993,NA,NA,1997.76,260.646,15312.2,NA,NA,NA,NA,NA,NA,NA
Model 18,SBS,biomass_pred,1994,NA,NA,1975.44,583.707,6685.49,1959.1,0.7760005731470632,7.580240463093986,0.686559,510.10141037910796,7524.136832218389,NA
Model 18,SBS,biomass_pred,1995,NA,NA,1998.22,253.588,15745.5,NA,NA,NA,NA,NA,NA,NA
Model 18,SBS,biomass_pred,1996,NA,NA,2021.25,246.962,16542.9,NA,NA,NA,NA,NA,NA,NA
Model 18,SBS,biomass_pred,1997,NA,NA,2044.55,504.079,8292.73,2428.4,0.9720002458042065,7.794987883256279,0.815568,491.029386501893,12009.722273469803,NA
Model 18,SBS,biomass_pred,1998,NA,NA,1482.12,182.457,12039.4,NA,NA,NA,NA,NA,NA,NA
Model 18,SBS,biomass_pred,1999,NA,NA,1074.4,139.01,8304,NA,NA,NA,NA,NA,NA,NA
Model 18,SBS,biomass_pred,2000,NA,NA,778.845,244.459,2481.39,645.3,0.732999360937042,6.469715324941794,0.655759,178.47549384373346,2333.1611586103536,NA
Model 18,SBS,biomass_pred,2001,NA,NA,991.777,168.051,5853.12,NA,NA,NA,NA,NA,NA,NA
Model 18,SBS,biomass_pred,2002,NA,NA,1262.93,441.187,3615.2,1463.2,0.6529998701067069,7.288381097076656,0.5959530000000001,455.0169543653056,4705.21860660418,NA
Model 18,SBS,biomass_pred,2003,NA,NA,942.991,164.66,5400.4,NA,NA,NA,NA,NA,NA,NA
Model 18,SBS,biomass_pred,2004,NA,NA,704.106,261.223,1897.86,630.3,0.6030005890520043,6.446195896519065,0.556898,211.5996135071411,1877.4991287334879,NA
Model 18,SBS,biomass_pred,2005,NA,NA,832.707,148.885,4657.3,NA,NA,NA,NA,NA,NA,NA
Model 18,SBS,biomass_pred,2006,NA,NA,984.796,394.553,2458.03,1180.2,0.5210000729530097,7.073439194623068,0.490052,451.6713998986763,3083.8172182530566,NA
Model 18,SBS,biomass_pred,2007,NA,NA,441.154,55.1266,3530.37,NA,NA,NA,NA,NA,NA,NA
Model 18,SBS,biomass_pred,2008,NA,NA,197.622,18.0098,2168.5,NA,NA,NA,NA,NA,NA,NA
Model 18,SBS,biomass_pred,2009,NA,NA,88.5275,9.30466,842.278,NA,NA,NA,NA,NA,NA,NA
Model 18,SBS,biomass_pred,2010,NA,NA,39.6572,8.59787,182.917,15,0.9990002773894018,2.70805020110221,0.831954,2.937181136518774,76.60405999565826,NA
Model 18,SBS,biomass_pred,2011,NA,NA,108.467,17.1459,686.173,NA,NA,NA,NA,NA,NA,NA
