YEAR,SPECIES_CODE,BIOMASS,VAR
2010,30576,4365.46315635241,1510784.70969006
2002,30576,4850.77144963602,4474738.07247014
2012,30576,9283.96500697346,27873782.9820964
2016,30576,6258.04044160625,3230265.24835708
2004,30576,2569.51416393506,313678.877034696
2008,30576,7308.11904301717,5286690.63311928
